Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL3792707,,None,411.91,0,4.9,6u,Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4csc(Cl)c4)cc3=O)cc21,IC50,'=',14,nM,7.85,,,UO_0000065,19.07,0.38,2.95,16.01,0,CHEMBL3796860,Displacement of [125I]-MCH(4 to 19) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3792381,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,,
CHEMBL1253789,,None,585.1,1,2.87,9d-alpha,COC[C@H]1O[C@H](OCc2ccc3ccccc3c2)[C@H](NC(=O)CCCN=C(N)N)[C@@H](OCc2ccc(Cl)cc2)[C@@H]1O,IC50,'=',920,nM,6.04,,,UO_0000065,10.32,0.2,3.17,4.01,0,CHEMBL1252088,Displacement of [I125I]MCH from human MCH1 receptor expressed in CHO cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1250479,1,Scientific Literature,J Med Chem,2010,CHEMBL3308072,,
CHEMBL186548,,None,361.49,0,4.67,19,CC(C)Cc1ccc(N2CCC(Oc3cccc4ccc(N)nc34)C2)cc1,IC50,'=',53.3,nM,7.27,,,UO_0000065,,,,,0,CHEMBL835735,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137036,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL181813,,None,385.37,0,3.8,21,Nc1ccc2cccc(OC3CCN(c4ccc5c(c4)OC(F)(F)O5)C3)c2n1,IC50,'=',22.4,nM,7.65,,,UO_0000065,,,,,0,CHEMBL835735,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137036,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL182112,,None,502.62,2,5.74,18,COc1cc(NC(=O)Nc2ccccc2Oc2ccccc2)ccc1C(=O)NCCCN1CCCCC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL831013,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL187093,,None,504.59,1,4.58,20,COc1cc(NC(=O)Nc2cccc(Oc3ccccc3)c2)ccc1C(=O)NCCCN1CCOCC1,IC50,'=',70,nM,7.16,,,UO_0000065,14.18,0.26,2.57,7.07,0,CHEMBL831013,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL186770,,None,242.32,0,3.39,40,Nc1ccc2cccc(OCC3CCCC3)c2n1,IC50,'=',2290,nM,5.64,,,UO_0000065,,,,,0,CHEMBL835733,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL361288,,None,260.34,0,3.01,47,COC(C)(C)CCOc1cccc2ccc(N)nc12,IC50,'=',132,nM,6.88,,,UO_0000065,26.42,0.49,3.87,11.99,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL182913,,None,488.59,1,5.35,13,CCN1CCCC1CNC(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1OC,IC50,'=',530,nM,6.28,,,UO_0000065,12.84,0.24,0.93,6.83,0,CHEMBL831013,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL184292,,None,458.56,1,5.34,14,CCN1CCCC1CNC(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,IC50,'=',250,nM,6.6,,,UO_0000065,14.4,0.27,1.26,7.98,0,CHEMBL831013,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL384994,,None,345.45,0,4.73,cinnamyl carboxamide 8,CCCc1cc(N)c2cc(NC(=O)/C=C/c3ccc(C)cc3)ccc2n1,IC50,'=',9,nM,8.05,,,UO_0000065,23.29,0.42,3.32,11.83,0,CHEMBL856552,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL215965,,None,387.53,1,5.72,cinnamyl carboxamide 14,CCCc1cc(N)c2cc(NC(=O)/C=C/c3ccc(C(C)(C)C)cc3)ccc2n1,IC50,'=',22,nM,7.66,,,UO_0000065,19.76,0.36,1.94,11.26,0,CHEMBL856552,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL385957,,None,415.92,1,6.34,6-substituted-4-aminoquinoline 3,CCCc1cc(N)c2cc(NC(=O)c3ccc(-c4ccc(Cl)cc4)cc3)ccc2n1,IC50,'=',0.7,nM,9.15,,,UO_0000065,22.01,0.42,2.81,13.46,0,CHEMBL856552,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL385361,,None,415.46,1,5.38,6-substituted-4-aminoquinoline 9,CCCc1cc(N)c2cc(N(C)C(=O)CCc3ccc(C(F)(F)F)cc3)ccc2n1,IC50,'=',1700,nM,5.77,,,UO_0000065,13.89,0.26,0.39,9.74,0,CHEMBL856552,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL216565,,None,399.42,1,5.61,2-substituted-4-aminoquinoline 6,CC(C)c1cc(N)c2cc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)ccc2n1,IC50,'=',2.1,nM,8.68,,,UO_0000065,21.73,0.41,3.07,12.76,0,CHEMBL856552,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL386548,,None,440.47,0,4.38,2-pyrrolidine 14,O=C(CCc1ccc(C(F)(F)F)cc1)Nc1ccc2nc(N3CC4CC3CN4)ccc2c1,IC50,'=',210,nM,6.68,,,UO_0000065,15.16,0.29,2.3,11.66,0,CHEMBL856555,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1978323,,None,428.82,1,5.18,SID124349340,COc1ccc(Oc2c(Cl)cnn(Cc3cccc4ccccc34)c2=O)c(F)c1F,IC50,,2050,nM,,,active,UO_0000065,,,,,0,CHEMBL1964054,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 5. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1978853,,None,399.88,1,5.06,SID124360387,Cc1cccc(C(C#N)c2c(Cl)cnn(Cc3cccc4ccccc34)c2=O)c1,IC50,,18800,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1964054,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 5. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1538214,,None,436.56,0,3.98,SID49727197,Cc1ccccc1N(CC(=O)NC1CCCCC1)C(=O)CCCC(=O)Nc1ccccn1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1371990,,None,396.49,0,3.47,SID14737818,O=C(c1cnccn1)N(Cc1ccco1)C1(C(=O)NC2CCCC2)CCCCC1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1412407,,None,421.5,0,2.37,SID49733953,N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1CC1CCCO1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1343746,,None,445.61,0,4.04,SID24798682,CCCCN(C)C(=O)c1nc2ccccn2c1CN1CCN(C/C=C/c2ccccc2)CC1,IC50,'=',16555,nM,4.78,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1436519,,None,355.57,0,4.68,SID50086005,CN(C)C1=NC[C@H](Cc2ccccc2)N1CC1CCC(C(C)(C)C)CC1,IC50,'=',10598,nM,4.97,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1344766,,None,385.49,0,3.33,SID844197,OC1(c2ccc(F)cc2)CC2CCC(C1)N2Cc1nnnn1C1CCCCC1,IC50,'=',23970,nM,4.62,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1335692,,None,391.46,0,3.34,SID49737628,CC(C)Cc1cc(C(=O)N2CCCC(CO)(Cc3ccc(F)cc3F)C2)[nH]n1,IC50,'=',33003,nM,4.48,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1610617,,None,405.29,0,3.65,SID24803106,CCOC(=O)CNC(c1ccccc1)c1cc(Br)ccc1NC(C)=O,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1464847,,None,430.53,0,4.46,SID24800734,Cc1ccccc1CN1C[C@@H]2C[C@@H](c3c[nH]nc3-c3ccc(F)cc3)N3CCC[C@@]23C1=O,IC50,'=',25436,nM,4.59,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1336601,,None,413.38,0,4.05,SID17410751,COc1ccnc(Oc2ccc(F)cc2)c1C(=O)N=CNOCc1ccc(F)cc1,IC50,'=',30325,nM,4.52,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1388448,,None,437.49,0,2.84,SID3716426,COc1ccccc1NC(=O)Cc1noc(CSc2nnnn2-c2cccc(C)c2)n1,IC50,'=',27057,nM,4.57,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL204828,,None,475.33,0,4.22,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)c(Cl)cc2o1,IC50,'=',3,nM,8.52,,,UO_0000065,17.93,0.36,4.3,10.52,1,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL216456,,None,422.44,0,2.49,11,COc1ccc2c(=O)cc(C(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL217105,,None,458.87,0,3.71,43,O=C(NC1CCN(Cc2cc3c(cc2Cl)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',266,nM,6.58,,,UO_0000065,,,,,0,CHEMBL908289,Antagonist activity at MCHr1 assessed as inhibition of MCH-mediated calcium ion release in intact IMR32 cells by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL197145,,None,458.48,0,4.78,41,CN(C)CCN(C)c1ccc2cc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)ccc2n1,IC50,'=',29,nM,7.54,,,UO_0000065,16.44,0.31,2.76,13.06,0,CHEMBL871627,Displacement of 15 pM [125I]MCH from human MCH1R expressed in CHO-K1 in whole-cell binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140405,1,Scientific Literature,J Med Chem,2005,CHEMBL3307512,,
CHEMBL196360,,None,486.54,1,5.12,46,Cc1cc(N(C)CCN(C)C)nc2ccc(N(C)C(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12,IC50,'=',302,nM,6.52,,,UO_0000065,13.4,0.25,1.4,13.33,0,CHEMBL871627,Displacement of 15 pM [125I]MCH from human MCH1R expressed in CHO-K1 in whole-cell binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140405,1,Scientific Literature,J Med Chem,2005,CHEMBL3307512,,
CHEMBL206030,,None,457.48,0,3.95,3e,Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)F)ccc21,IC50,'=',5,nM,8.3,,,UO_0000065,18.15,0.34,4.35,12.78,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL1761104,,None,520.6,2,6.95,4d,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccccc4C(F)(F)F)nc4ccccc43)CC2)c1,IC50,'=',50,nM,7.3,,,UO_0000065,14.02,0.26,0.35,14.56,0,CHEMBL1764020,Displacement of Eu-labeled MCH from human MCH-R1 expressed in CHO by time-resolved fluorometric assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759894,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1922260,,None,412.5,1,6.03,6k,CC1c2c([nH]c3ccc(C(F)(F)F)cc23)CC2CCN(CCc3ccccc3)CC21,IC50,'=',180,nM,6.75,,,UO_0000065,,,,,0,CHEMBL1924586,Antagonist activity at human MCHR1 expressed in Jurkat cells co-expressing apoaequorin assessed as inhibition of MCH-induced calcium mobilization by aequorin bioluminescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1921706,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307526,,
CHEMBL1309322,,None,443.51,0,2.28,SID49725999,N=c1c(C(=O)NCCc2ccccc2)cc2c(=O)n3ccccc3nc2n1CC1CCCO1,IC50,'=',157886,nM,,Outside typical range,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1366282,,None,384.87,0,3.25,SID4242890,CCc1ccccc1NC(=O)CN1C(=O)C2CCCN2c2ncc(Cl)cc21,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1452812,,None,481.6,0,2.04,SID850997,O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)NC3CCCCC3)cc2)CC1,IC50,'=',23831,nM,4.62,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1549996,,None,404.93,1,5.79,SID14741713,Clc1ccc(-n2c(SC/C=C/c3ccccc3)nnc2-c2cccnc2)cc1,IC50,'=',8434,nM,5.07,,Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1589201,,None,416.95,0,4.38,SID49722150,COc1ccc(C(CNC(=O)COc2ccc(Cl)c(C)c2)N2CCCCC2)cc1,IC50,'=',11254,nM,4.95,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1642481,,None,408.47,0,4.63,5b,O=c1cc(Oc2ccc(F)cc2)ccn1-c1ccc(OCCN2CCCCC2)cc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1641614,,None,390.48,0,3.89,5d,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,IC50,'=',5.8,nM,8.24,,,UO_0000065,21.09,0.39,4.35,18.85,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1642468,,None,406.48,0,3.13,5g,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCOCC2)cc1,IC50,'=',24,nM,7.62,,,UO_0000065,18.75,0.35,4.49,14.4,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL448110,,None,452.94,0,3.92,4g,Cn1c(=O)nc(NC2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)c2cc(Cl)ccc21,IC50,'=',9,nM,8.05,,,UO_0000065,17.76,0.34,4.13,11.73,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL204508,,None,500.95,2,5.84,4d,O=c1nc(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,IC50,'=',5,nM,8.3,,,UO_0000065,16.57,0.32,2.46,16.55,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL206314,,None,503,1,4.9,3j,O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccn1,IC50,'=',1.2,nM,8.92,,,UO_0000065,17.74,0.34,4.02,13,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
